id,session_id,tg_user_id,event_type,event_name,page,metadata,created_at,event_category,event_subtype,element_id,element_type,section,scroll_depth,time_spent,interaction_count,previous_event_id,step_number,completion_rate,error_message,custom_data
659,71,,content,personal_path_view,,,2026-01-25 21:03:16,engagement,,,,,,0,,,,,,"{""open_time"": 1769374996246, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
660,71,,content,content_view,,,2026-01-25 21:03:32,engagement,,,,,0,16,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
661,71,,content,content_view,,,2026-01-25 21:06:05,engagement,,,,,0,168,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
662,71,,content,content_view,,,2026-01-25 21:07:01,engagement,,,,,0,225,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
663,71,,content,content_view,,,2026-01-25 21:07:43,engagement,,,,,0,267,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
664,71,,content,content_view,,,2026-01-25 21:08:16,engagement,,,,,0,300,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
665,72,,visit,source_visit,,,2026-01-25 21:16:30,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
666,72,,app,miniapp_open,,,2026-01-25 21:16:30,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
667,72,,content,content_view,,,2026-01-25 21:16:30,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
668,72,,content,personal_path_view,,,2026-01-25 21:16:59,engagement,,,,,,0,,,,,,"{""open_time"": 1769375819566, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
669,73,,visit,source_visit,,,2026-01-25 21:17:18,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
670,73,,app,miniapp_open,,,2026-01-25 21:17:18,engagement,,,,,,,,,,,,"{""device"": ""mobile"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
671,73,,content,content_view,,,2026-01-25 21:17:19,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
672,73,,content,personal_path_view,,,2026-01-25 21:17:19,engagement,,,,,,0,,,,,,"{""open_time"": 1769375839044, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
673,74,,visit,source_visit,,,2026-01-25 21:17:38,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
674,74,,app,miniapp_open,,,2026-01-25 21:17:38,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
675,74,,content,content_view,,,2026-01-25 21:17:39,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
676,73,,content,content_view,,,2026-01-25 21:17:39,engagement,,,,,0,20,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
677,73,,content,content_view,,,2026-01-25 21:17:55,engagement,,,,,0,36,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
678,75,317319336,visit,source_visit,,,2026-01-25 21:18:02,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
679,75,317319336,app,miniapp_open,,,2026-01-25 21:18:02,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
680,75,317319336,content,content_view,,,2026-01-25 21:18:02,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
681,75,317319336,content,personal_path_view,,,2026-01-25 21:18:16,engagement,,,,,,0,,,,,,"{""open_time"": 1769375895525, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
682,73,,content,content_view,,,2026-01-25 21:18:33,engagement,,,,,0,74,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
683,73,,content,content_view,,,2026-01-25 21:19:08,engagement,,,,,0,109,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
684,76,,visit,source_visit,,,2026-01-25 21:27:10,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
685,76,,app,miniapp_open,,,2026-01-25 21:27:10,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
686,76,,content,content_view,,,2026-01-25 21:27:11,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
687,76,,content,personal_path_view,,,2026-01-25 21:27:11,engagement,,,,,,0,,,,,,"{""open_time"": 1769376430874, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
688,77,,visit,source_visit,,,2026-01-25 21:27:15,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
689,77,,app,miniapp_open,,,2026-01-25 21:27:16,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
690,77,,content,content_view,,,2026-01-25 21:27:16,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
691,77,,content,personal_path_view,,,2026-01-25 21:27:16,engagement,,,,,,0,,,,,,"{""open_time"": 1769376436301, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
692,77,,content,content_view,,,2026-01-25 21:27:24,engagement,,,,,0,8,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
693,77,,content,content_view,,,2026-01-25 21:27:47,engagement,,,,,0,31,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
694,78,,visit,source_visit,,,2026-01-25 21:29:41,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
695,78,,app,miniapp_open,,,2026-01-25 21:29:41,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
696,78,,content,content_view,,,2026-01-25 21:29:42,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
697,78,,content,personal_path_view,,,2026-01-25 21:29:54,engagement,,,,,,0,,,,,,"{""open_time"": 1769376594231, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
698,79,,visit,source_visit,,,2026-01-25 21:30:05,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
699,79,,app,miniapp_open,,,2026-01-25 21:30:05,engagement,,,,,,,,,,,,"{""device"": ""mobile"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
700,79,,content,content_view,,,2026-01-25 21:30:05,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
701,79,,content,personal_path_view,,,2026-01-25 21:30:05,engagement,,,,,,0,,,,,,"{""open_time"": 1769376605460, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
702,79,,content,content_view,,,2026-01-25 21:30:41,engagement,,,,,0,36,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
703,80,317319336,visit,source_visit,,,2026-01-25 21:56:15,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
704,80,317319336,app,miniapp_open,,,2026-01-25 21:56:15,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
705,80,317319336,content,content_view,,,2026-01-25 21:56:16,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
706,80,317319336,content,personal_path_view,,,2026-01-25 21:56:29,engagement,,,,,,0,,,,,,"{""open_time"": 1769378188642, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""7664b911-ba0b-4a31-852c-39c9b8641408""}"
707,81,,visit,source_visit,,,2026-01-25 22:04:45,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
708,81,,app,miniapp_open,,,2026-01-25 22:04:46,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
709,81,,content,content_view,,,2026-01-25 22:04:46,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
710,81,,content,personal_path_view,,,2026-01-25 22:04:58,engagement,,,,,,0,,,,,,"{""open_time"": 1769378698113, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
711,81,,content,content_view,,,2026-01-25 22:05:08,engagement,,,,,0,22,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
712,82,,visit,source_visit,,,2026-01-25 22:18:04,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
713,82,,app,miniapp_open,,,2026-01-25 22:18:04,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
714,82,,content,content_view,,,2026-01-25 22:18:05,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
715,82,,content,personal_path_view,,,2026-01-25 22:18:05,engagement,,,,,,0,,,,,,"{""open_time"": 1769379484654, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
716,82,,content,content_view,,,2026-01-25 22:18:36,engagement,,,,,0,30,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
717,83,,visit,source_visit,,,2026-01-25 22:19:11,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
718,83,,app,miniapp_open,,,2026-01-25 22:19:12,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
719,83,,content,content_view,,,2026-01-25 22:19:12,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
720,83,,content,personal_path_view,,,2026-01-25 22:19:27,engagement,,,,,,0,,,,,,"{""open_time"": 1769379566693, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
721,83,,content,content_view,,,2026-01-25 22:19:34,engagement,,,,,0,22,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
722,84,,visit,source_visit,,,2026-01-25 22:19:40,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://gemini.google.com/""}"
723,84,,app,miniapp_open,,,2026-01-25 22:19:40,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
724,84,,content,content_view,,,2026-01-25 22:19:41,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
725,85,,visit,source_visit,,,2026-01-25 22:19:49,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
726,85,,app,miniapp_open,,,2026-01-25 22:19:49,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
727,85,,content,content_view,,,2026-01-25 22:19:49,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
728,85,,content,content_view,,,2026-01-25 22:20:02,engagement,,,,,0,12,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
729,86,,visit,source_visit,,,2026-01-25 22:20:53,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow-5zrsbt6go-ilyas-projects-7072f9c5.vercel.app/""}"
730,86,,app,miniapp_open,,,2026-01-25 22:20:53,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c""}"
731,86,,content,content_view,,,2026-01-25 22:20:54,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c""}"
732,86,,content,personal_path_view,,,2026-01-25 22:21:07,engagement,,,,,,0,,,,,,"{""open_time"": 1769379666695, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c""}"
733,86,,content,content_view,,,2026-01-25 22:21:14,engagement,,,,,0,20,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c""}"
734,85,,content,content_view,,,2026-01-25 22:21:17,engagement,,,,,0,86,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
735,83,,content,content_view,,,2026-01-25 22:21:17,engagement,,,,,0,125,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
736,83,,content,personal_path_view,,,2026-01-25 22:22:31,engagement,,,,,,0,,,,,,"{""open_time"": 1769379750541, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
737,83,,content,content_view,,,2026-01-25 22:22:57,engagement,,,,,0,225,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
738,86,,content,content_view,,,2026-01-25 22:23:10,engagement,,,,,0,135,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""0474cf12-704c-4254-9ab3-11bb2ff0f44c""}"
739,85,,content,content_view,,,2026-01-25 22:23:10,engagement,,,,,0,200,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
740,83,,content,content_view,,,2026-01-25 22:23:11,engagement,,,,,0,238,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
741,87,,visit,source_visit,,,2026-01-25 22:58:24,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://vercel.com/""}"
742,87,,app,miniapp_open,,,2026-01-25 22:58:25,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
743,87,,content,content_view,,,2026-01-25 22:58:25,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
744,87,,content,personal_path_view,,,2026-01-25 22:58:41,engagement,,,,,,0,,,,,,"{""open_time"": 1769381920863, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
745,87,,content,content_view,,,2026-01-25 22:58:51,engagement,,,,,0,26,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
746,88,,visit,source_visit,,,2026-01-25 22:59:14,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
747,88,,app,miniapp_open,,,2026-01-25 22:59:14,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
748,88,,content,content_view,,,2026-01-25 22:59:15,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
749,88,,content,content_view,,,2026-01-25 22:59:15,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
750,88,,content,content_view,,,2026-01-25 22:59:20,engagement,,,,,0,5,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
751,88,,content,personal_path_view,,,2026-01-25 22:59:28,engagement,,,,,,0,,,,,,"{""open_time"": 1769381968023, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
752,88,,content,personal_path_view,,,2026-01-25 22:59:28,engagement,,,,,,0,,,,,,"{""open_time"": 1769381968023, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
753,88,,content,content_view,,,2026-01-25 23:00:15,engagement,,,,,0,59,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
754,89,,visit,source_visit,,,2026-01-25 23:03:45,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
755,89,,app,miniapp_open,,,2026-01-25 23:03:45,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
756,89,,content,content_view,,,2026-01-25 23:03:46,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
757,89,,content,content_view,,,2026-01-25 23:03:46,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
758,89,,content,personal_path_view,,,2026-01-25 23:03:48,engagement,,,,,,0,,,,,,"{""open_time"": 1769382227825, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
759,89,,content,personal_path_view,,,2026-01-25 23:03:48,engagement,,,,,,0,,,,,,"{""open_time"": 1769382227825, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""a50fab0e-d088-4851-8b0c-67d73f8639ca""}"
760,90,,visit,source_visit,,,2026-01-25 23:03:52,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://vercel.com/""}"
761,90,,app,miniapp_open,,,2026-01-25 23:03:53,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
762,90,,content,content_view,,,2026-01-25 23:03:53,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
763,90,,content,personal_path_view,,,2026-01-25 23:03:53,engagement,,,,,,0,,,,,,"{""open_time"": 1769382233224, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
764,90,,content,personal_path_view,,,2026-01-25 23:04:13,engagement,,,,,,0,,,,,,"{""open_time"": 1769382252695, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
